ETA,SIGMA,N,mse,esp_neuronal
0.125,0.3,4000,0.006589678125436328,148.86594888011757
0.125,0.3,5000,0.0064032447957161846,141.03087535021876
0.125,0.3,6000,0.006102736360713538,134.35838055555732
0.125,0.3,7000,0.006066492328503514,129.30100407107108
0.125,0.3,8000,0.006021051303845491,123.76253565793427
0.125,0.3,9000,0.005890118310195571,120.01584367923581
0.125,0.3,10000,0.0059912879033166,111.94747054763225
0.125,0.3,11000,0.00580473532224057,109.85833997762295
0.125,0.3,12000,0.005737342426753805,104.94001594741596
0.125,0.3,13000,0.005796507570623133,100.8237854792784
0.125,0.3,14000,0.005775569458522939,98.17926757819627
0.125,0.3,15000,0.005693832855057578,95.33118034521242
0.125,0.3,16000,0.005633664414335985,93.27565214991587
0.125,0.3,17000,0.0055822170300800335,92.54482249910744
0.125,0.3,18000,0.005536440582927854,92.0094678188846
0.125,0.3,19000,0.005595644285982301,90.75411047288128
0.125,0.3,20000,0.005531075906462362,90.38542984712065
0.125,0.3,21000,0.005604202495550848,87.44673745072456
0.125,0.3,22000,0.005489998109452165,86.74771889926768
0.125,0.3,23000,0.005599221693743514,88.49855794089648
0.125,0.3,24000,0.005515406198116727,83.80361705386017
0.125,0.3,25000,0.005470711391467249,81.77738113170383
0.125,0.3,26000,0.005475578040874282,80.9019754444391
0.125,0.3,27000,0.005532407724052091,80.58646275853054
0.125,0.3,28000,0.005590936614142024,81.72616923509344
0.125,0.3,29000,0.005493500548017661,80.07280139788381
0.125,0.3,30000,0.005406782293146691,78.85057553706807
0.125,0.3,31000,0.0054808360767003355,79.32558002042299
0.125,0.3,32000,0.00544046478214969,79.58981787413892
0.125,0.3,33000,0.0054809464638435525,79.04350977352044
0.125,0.3,34000,0.0055425046964128356,80.62911248023417
0.125,0.3,35000,0.005430984757194781,79.11123639823026
0.125,0.3,36000,0.005497658058658772,77.93340666581624
0.125,0.3,37000,0.005578566911509359,78.03241450232689
0.125,0.3,38000,0.005436325554759577,75.3841165231951
0.125,0.3,39000,0.005421094151330057,77.48467540727715
0.125,0.3,40000,0.005495772576632854,77.59129074488433
0.125,0.3,41000,0.005436785328529979,76.95444501404141
0.125,0.3,42000,0.0055389396414326315,75.31244746941258
0.125,0.3,43000,0.0055289869983018245,76.78695655676138
0.125,0.3,44000,0.005504614688576821,77.51784416542671
0.125,0.3,45000,0.005435901964045261,73.27645171917833
0.125,0.3,46000,0.005420793227495153,72.43498595991773
0.125,0.3,47000,0.005488847344823395,74.23069655284107
